id,text
57,"Menjawab pertanyaan yang paling sering ditanyakan netizen Biyohitoh kembali banyak-banyak! Oke baiklah Yang pertama ini yang kalian lihat di mata aku Ini tuh dari Dream Color Lens yang Desire Lime Kalau kalian sering ngat aku, pasti sudah dia dasing lagi dengan warna mata ini Next Ini juga kalau I'm feeling a bit natural Aku pake warna kayak gini Namanya Desire Amber ya, warnanya lebih soft Dan dicocok sama kata kuhar ini Korea Makeup Look gitu Atau kalau lagi mau kayak Hilibiber, Hilibiber gimana gitu Biasanya aku pake sofansnya ini Nah, kalau aku lagi mau bold And brave and go dreng Inilah dia warna sofansnya Tara, ini juga pasti sudah tidak asing lagi Kalian melihat warna mata aku seperti ini Kalau lagi mau bold, make up, arabian, make up look gitu ya Ini tuh dari She's Sofans Siang warnanya Kiera Terhati kan baik-baik ya Itu warnanya tuh kayak gray Tapi agak green gimana gitu Tapi lebih ke gray sih Dan ini langsung membuat mata aku tuh seperti melotot Teman-teman Next Nah, ini ada dari Ras Aiyang Symphony Green Ini kalau aku lagi mau make up natural juga Tapi pengen mata itu kayak agak hijau gitu loh Karena menurut color theory katanya mata aku panjang-cukuk Pake warna yang agak kehijauan Ini juga cantik banget Ini cocok banget buat make up natural Dan bahkan kalau lagi nggak make up juga ini cocok banget Last but not least Ini adalah yang paling selalu ditanya setiap aku pake Ini dari She's Sofans Siang sheetnya samanta Dan memang ini adalah one of my favorite Bukan one of the... Ini my top one favorite Karena ini cantik banget Kayak bikin mata aku tuh langsung jujur gitu loh Apalagi kalau aku lagi kayak gay make up yang smoky eye gitu Dan ini tuh sebenernya warnanya tuh coklat Tapi coklat itu terang banget tuh Dan langsung fresh banget gitu loh Melotot sama saya Itulah dia Tom Valk Sofans paling sering yang aku pake Bye bye everyone"
58,"Yuk teman yang aku make up an sat set buatnya ritajil karena ini make up sat set jadi gak perlu yang ribet ribet Geperlupake kompleksin lain yang penting pake sunscreen Njuraku suka banget sama finish dari sunscreen ini, yuk itu skin like finish dan nyatu banget sama kulit Yuk juga tone upnya cekap banget ini tone up ya bukan white skin Kulit cerah dan gak berminyak sama sekali Sunt screen ini aku pake dari calon ini mengadung SPF 50++++ Cocok untuk semua jenis kulit dan aman digunakan dari usia 13 tahun ke atas Sekarang kita lanjutin make upnya pake eyeshadow, blush on dan yang lainnya Dan semua produk make up yang aku pake di atas sunscreen ini Yang uangnya menyatu sempurna dan kalian bisa lihat sendiri Ini yang aku suka juga, dia tuh waterproof dan tan kelinat Kulit itu juga dipakainya ringan banget di kulit Makin lama dipake malah keliatan lebih healthy skin Kalian bisa lihat sendiri kulit aku beneran glowing banget kayak pake highlighter Dan kalian harus tau dia juga gak lengket sama sekali Ini recommended banget buat kalian coba Dan aku berani kasih rat 10 per 10"
59,ini dia produk yang wajib dibeli pas kalian dapet THR pertama gel cleansernya Warda yang her leaf l8 kli NMF Amino linsert yang gentle dan cocok banget untuk kulit yang kluit dengan her leaf XR8 kli NMF Amino yang dapat menanangkan kemerahan dan pilembatkan kulit ia menyateksur gel yang lembut banget jujur aku suka banget karena dia bikin kulit jauh lebih terhidrasi apalagi saat puasa kayak gini dia ga ninggalin rasa kering ketarik pas udah dibilas super high-dry tingpoknya aku suka banget yang kedua tone up sunscreen dari Warda juga ia mengganung SPF 50 plus PA++++ dan menariknya lagi dia itu sunscreen yang ring kesempatan ini udah trin 1 bisa dijadikan sebagai sunscreen primer dan juga udah ada tone upnya ini cocok banget libo dipake albarenan seurnya juga mudah banget dible pakai nontok wheat and wheat hotnya kulit aku kelihatan lebih cerah dan glowing banget sedikit lembak dan nyaman banget di kulit dia ngelingkat sama sekali dan ringan banget di kulit hanya dibis combo yang bikin kulit sehat dan cerah saat lebaranan jadi jangan lupa cek kok ya kalo udah dapet THR
60,"cara bikin rock satin kayak gini, jadi dress atau dress yang lebih hara sini sini, okun kasih tau yang penting rocknya harus punya tali kayak gini dari belakang rocknya kayak mau pake anduk, silang ke atas kayak gini disilang ke depan, di bawah belakang baru dipitain kayak gini tak tak tak, dung-dun tak nih, langsung jadi dressnya, eh, belum selesai dah, segoh, buka tuh kaosnya tapi bentar, mau gua penitiin dulu bagian keleveragenya eh, cuman karena badan gua setinggi satu lidi mau gua penitiin lagi, dipendekin lagi ok, masih sopan, terak tak tak, dung-dung tak agar gimana, RGH sekali ini? kalo lo tim yang mana nih guys, tim yang sole hot hrta yang sole hot hot hot temen di bawah"
61,"If you're seeing this, it's a reminder untuk jangan lupa kalau ada moisturizer sebagus ini yang bikin kulit hinyay, dan aku merasa XM aku jauh lebih toned down, brand local dan aku udah pake bertahun-tahun jadi aku belum cerita tentang ini, cuman belakang ini aku habis di klatter basicnya aku kayak dipok skincare, karena ternyata banyak banget ingredients yang gak cocok untuk kulit aku dan sekarang jujur skincare collection aku itu dikit, tapi aku merasa sekarang skincare aku itu jauh lebih optimal untuk kulit aku karena gak sebanyak itu lagi produknya, jadi aku tau kalau misalnya ada yang gak cocok atau cocok salah satu yang susah banget itu sebenernya moisturizer karena kulit aku gampang breakout, gampang prostasia tapi kering dan satu moisturizer yang ternyata ingredientsnya emang sebagus itu udah cocok buat kulit aku gue senang banget ini brand local, ini dari something ini calm down moisturizer kan pasti tau produk ini ini kayak udah terkenal dari dulu, ingredientsnya buat kulit sessensif aku itu sangat cocok jadi aku masih pake ini sampai sekarang, karena of course dari namanya ini calm down jadi ini sensitive skin friendly dan emang dibuat untuk sensitive skin yang gampang irritasi dan merah-merah lebih hygienis karena di airless pump terus terpenting dia itu gak ada sensnya, kaya kulitnya kalau misalnya berminyak semuanya bisa enjoy moisturizer ini, mau pake di tumit atau pake di siku juga bisa dan aku merasa XM aku jauh lebih tone down, banyak aku rutin pake ini udah 2 bulan jadi ini sebut finish, finnyay tapi gak overly glowy dan sekarang juga mereka udah ada reviewnya dan aku merasa pake jg ini enak banget ya kalau misalnya kita bawa traveling bisa tinggal di sini aja, selamat mencoba"
62,"Rambut kering, kusut, dan susah diatur emang bikin capek Tapi pas menemukan solusinya, rambut jadi super cakep Kayak gini, jenya adalah real food Nah, real food yang aku maksud tuh Ngini Magics Food For Soft, multi use hair oil serum Dan mudah ada kandungan hyaluronic acid dan avocado oil Nah, serum ini tuh bakal bikin rambut keliatan super sehat dan lembut kayak gini Plus ada heat protection sampai 450 gradet Fahrenheit Dan ini, look kalau udah di styling Tuh, rambut tetap kerasa lembut dan sehat Pokoknya nomor drama rambut kusut Yuk, cobain juga"
63,"cara bikin rambut penek kayak gini, jadi rambut terap kunza waw pertama, pake dulu hair clipnya, ini sengaja gue taro di atas karena abis itu gue bakal pake hair clip yang kedua geserin rambut ke kiri, karena engel gue kiri lalu disatuin ke gini di kuncir dan mulai hadi kefang kalau udah di pertengahan, tambahin lagi nih rambut palsunya yang pertama dan yang kedua biar lebih atabal kefang-kefang-kefang di ujung, disematkan azeg abis itu, this is the fun part tinggal ditancip-tancipin aja bunga tujuh rupanya kalau bisa warnanya senada, guys, kayak gini nih pinkie-pinkie selang seling yang besar sama yang kecil yas, this is my final look kayaknya nih, looknya Rachel Goddard banget ya enggak seh"
64,"Hai, apa kabar selalu, huardah youth ambassador. We do and one. Pesian di tambah belajar, kemudian di tambah usaha itu pasti hasilnya akan keren banget. Pesan-pesan hari itu seru banget, selain kita dapat insight baru tentang konten kreator, di sini kita juga bisa dapat teman-teman yang baru dari berbagai daerah. Akhirnya seru banget, pecah banget dari nara sumbernya kayak kaput hitajong, itu benar-benar insightful banget obrolannya. Hai, untuk teman-teman generasi muda Indonesia, jangan takut untuk berkarya dan terus ikutan semua movement yang diinitiasi oleh huardah. Karena kita butuh peran semua teman-teman untuk bisa membuat Indonesia jadi lebih stara. Terima kasih."
65,"Ini dia Wear Test Color Fit Cushion Wardah Selama 10 Jem Pemakaian Di sini aku pake Color Fit Perfect Glow Cushion terbaru dari Wardah yang Shade 3.3 Wink Perfect Glow Cushion ini sudah improve formula dengan packaging yang baru yang hasilnya glowing lembab bukan berminyak Setelah saya make up aku di jam 9.51 ini, di sini aku sets sedikit pake loose powder yang ringan di beberapa area Dan aku pake untuk aktivitas seharian selama kurang lebih 10 jam And this is the final looknya setelah 10 jam, masih stay glowing dan gak longsol Kalau dibilang transfer, buktinya udah di tap-tap berkali-kali minimum transfer ya Next, kalau dibilang oxidasi, nih kalian bisa lihat tangan aku yang bilang kondisinya Dan setelah 10 jam masih terlihat kontras perbedaannya Jadi menurutku sangat minimum oxidasi Wow, bener-bener sih ini new era of cushion glow dari Wardah"
66,"Ini orang yang ketang. Dengar ya? Emang kata bisa ngalain. Belan kan? Untuk yang betul. Emang aku ini pakai kurdur. Ini kaki yang benar-benar ngurang. Nama ini orang yang ketang dulu. Ini orang yang ketang. Jadi namanya branded. Ini yang namanya kurdur. Ini juga kanan. Ini yang pertama. Ini yang pertama. Teruskan. Ini yang pertama. Oh, diserungkan tadi kanan yang ngelihat. Ini yang pertama. Aku buat karena dia. Dia total kaki. Ini, inanya. Bagus ya. Ini juga meramarung. Biasanya kanan. Di contras tadi kali."
67,"Baru dulu ke 5 detik, AI nya udah tahu kondisi pori-pori kulit aku. Kok bisa ya? Bisa dong, jadi aku lagi di event Warda Skin First Clinic 2025 yang diadakan di kota Kasa Belangkak. Disini banyak banget aktiviti yang bisa kamu eksplor. Pertama, aku coba AI Skin Analyzer, spot favorit akulit kita bakal dianalisis secara detail pakai teknologi AI. Terus kita dikasih skin ID Blueprint langkap yang akan dijelaskan langsung sama ekspertnya. Dan yang paling seru ini gratis loh. Ganjut, aku mampir ke on-trend ingredients, bahkan kamu bisa belajar soal bahan aktif yang dipakai Warda. Terus ada juga AI Apothecary Robot Skin yang bisa bantu kamu custom serum sesuai kebutuhan kulit kamu. Canggi banget ya. Aku juga nyobain alat treatment terbaru dari Warda, yang fungsinya buat memaksimalkan kerja skin kerjita. Nggak berhenti di situ, masih banyak banget aktiviti lain yang bisa kamu coba. Jadi tunggu apa lagi, event ini cuma sampai 3 Agustus di kota Kasa Belangkak Mall. Jangan sampai ketinggalan ya."
68,"melihat komen-komen ini, ternyata masih banyak yang bingung, warna apa sih yang cocok sama diri sendiri nah, aku jadi mau cerita aku tuh start beauty content dari tahun 2015 semenjak itu aku suka banget mengeksplore makeup aku nyobain berbagai macam warna lipstick dari warna merah ijo pernah, item pernah, ungu pernah, kayaknya hampir semua warna lipstick tuh pernah aku cobain karena aku percaya, makeup itu bukan cuman membantu kita untuk tampil percaya diri bukan hanya untuk mempersiati kita tapi makeup itu juga cara untuk mengekspresikan diri kita kalau di tahun 2016, aku tuh iseng personal color analysis di Korea karena aku penasaran sebenarnya warna apa sih yang bisa ngebuat aku tuh makin wow ternyata, warna yang selama ini aku hindari adalah warna warna yang sangat bersahabat sama aku yang bisa membuat tampilan aku tuh lebih wow, lebih bright tapi balik lagi ya, mau itu warna, makeup loh tergantung dari preferensi orang tapi aku mau kasih liat, ada beberapa warna lip product yang ternyata bisa ngebuat penampilan aku tuh lebih wow, memukau bahkan ketika aku lagi bare face atau lagi mini makeup ini aku mau kasih liat ke kalian liat warna ini, ini shade 22 dari Wardah Matte Lip Cream indah banget di aku, mewah banget di aku dan sangat cerah setuju gak? aku tuh emang temenan banget sama warna merah tapi aku gak pedah pakai yang merah-merah gitu, aku suka pakai warna pink bisa sayang pake pink yang warm, nah ini salah satu warna yang aku bisa rekomendasikan ini dari Glasting Liquid Lip yang shade-nya sebelas kayak gini warnanya tetep fresh kan, gak keliatan pucat kalau kalian mau yang lebih natural lagi, coverage-nya dan lebih melembapkan kalian bisa coba yang glossical, ini aku pakai shade 08 ini penggunaan tipis-tipis, bagus banget kan? kalau tadi udah pink merah, sekarang warna yang peach orange gitu ya karena warna peach tuh, warna temen kita juga nih, si spring clear ini oh bedu ini produk terbarunya udah boleh nispil belum ya? ini Wardah Airbrush, bagus banget betul-betul jadi dia kayak lip tint, tapi abis itu langsung-langsung ngeblur gitu loh agak mehat, tapi tetep ada stainnya ini aku pakai shade 02, ini setelah udah ngeset lah, bagus ya so kalau kalian ngerasa, warna kulitnya kurang lebih sama kayak aku dan curiga tuh kayaknya gue juga spring clear deh nah bisa dicontek nih warna-warna tadi ya, bye"
69,"Mau tanya ini bener Wardah Skin First Clinic? Bener! Launching buat Wardah Sunscreen. Wardah Sunscreen? Bener, ini bener! Yuki Kato! Hai. Hai. Aku Yuki Kato. Kenalin dulu. Oh itu. Tuh, tuh. Sunscreen Wardah. Yang gede. Aku masih searching. Udah! Udah! Udah! Post dulu. Ice Chakak. Dari ketiga semua produk yang ada. Nah, itu hampir rata-rata semuanya cepat meresap. Gak ada white cast. Pasti. Terus surprisingly di muka aku glowing. Wah, kok bisa ya? Kok bisa? Tapi tiga-tiganya kayak gitu loh. I don't know why. Itu tau penyebabnya apa? Karena dia punya namanya kandungan luminesen. Jadi luminesen ini punya fungsi satu. Dia menurunkan stress oksidatif. Oke. Yang kedua, dia bisa mencarahkan glowin. Dan yang ketiga, dia memberikan efek glowing. Dan yang hampir. Iya, hampir. Ketiganya tuh seperti itu. Jadi surprisingly, it's very naked. Gak pasti very naked. Aduh, bahasa kita-kita lagi. Apa sih?"
70,"Oh my god keren banget! Oh miss, makam terskipan! Terima kasih! Ini apa sih? Ini tuh jadi kending machine yang bisa tau kondisi kulit nis yang mengeluarkan satri-ske gitu. Boleh, boleh, boleh, coba deh. Hai, aku Angda. Selama datang di sub-stream, exit planning hasil. Eh, dia ngomong? Iya, dia ngomong. Oh my god keren banget! Hmm aku lagi kenapa ya kulitnya mungkin aku lagi redness atau sensitif? Boleh aku coba kulitnya miss. Iya. Terima kasih sampai jumpa. Oke, selamatkan mengambil sunscreenmu. Langsung. Com. Ini adalah Warda UV shield. Yang aku udah cek di sini. Ini yang kulit aku butuhkan."
71,"Wardah nih ada aja ya ke belakangnya Sekarang aku lagi ada di Wardah Skin First Clinic 2025 penggunaan teknologi yang tepat dari wardah yang bisa ngedeteksi kerutan halus dan udah hitam di wajah sebelum mencoba Setelah aku cobain, bukan aku gak bisa glowing tapi emang skincarenya yang belum tepat Di sini aku dibantu sama skin expert untuk cobain semua skincare dari wardah dan disarainin produk apa aja yang cocok di aku Oh iya, bukan cuma bisa njawabin experience yang seru aja di sini Kalau kamu percaya produk dengan minumum tertentu, kamu bisa dapetin personalize serum yang dibuat langsung sama robot Kalau cakai cleansing, kamu juga bisa datangin wkf dan minum smoothies pakai voucher setelah kamu beli produk di sana Hmm, sun bisa kali ya, Skin First Clinic boleh ada di boker See ya!"
72,"buat wargi bandung, hati-hati ada patrolips jujur seneng banget, dicegat sama tim patrolips dari Warda nyata kalo kamu bawa produk lipis Warda ke event ini kamu bakal dapetin color fit, ultra like, matte lipstick kamu yang ngebawa produk lipis Warda, kamu bakal dapet surat tilang kayak gini kamu bisa dapetin benefit tadi di what's on beauty my way kebetulan aku lagi datengin pas kal bandung dan ada but Warda, yang seru banget ada patrolips section make up, skincare ada juga cushion favorit aku, color fit yang glow nah sekarang lagi aku pake ini ada skin analyst juga dan yang gak akan seru ada activity personal color analysis dan hasilnya aku tuh one spring gak sampai di situ aku juga dapetin lip dari karsakatawan lip concert dan juga shade yang pas buat kamu ada juga special promo, discount up to 30% bayuan getuan dan mandling kayak gini oh iya aku mau kasih tau di augustus nanti bakal ada activity menarik seputar lips dari Warda jadi stay tune dan pantengin terus Warda beauty bandung ya aku tunggu keseruan kalian, barang Warda di pas kal bandung ya bye"
73,"Dan kenapa yang gue beli HD ini 320GB pas gue cek malah 290GB? Hmm, gue nggak tau pembagi di hitungan data itu bukan 1000 tapi 1224 1TB, 1024GB, 1WB, 1224GB, 1Mb, 1024KB dan 1KB, 1024GB Dan di Windows ya tinggal lo liat total byte-nya aja sih Sesuai nggak sama yang lo beli, jangan liat yang gede-gede angkanya selain byte Karena itu dibagi Dan lo bisa top up game kesukaan lo di GTD Top Up"
74,"Teri banyak produk Huawei yang masih sampai hari ini Akal-akalan biar bisa jalan Google Sogah gua belinya Gua rasa cuma band 10 ini aja yang paling menarik dibeli Sekai lu pegang, lu tau ini berkualitas banget dari tali Bodinya aluminium alloy, layar ya udah OLED Hitamnya tuh pekat banget Dan harganya ini yang menarik 400 ribu loan Lu connect sama iPhone sama Android lo apapun Jalan lancar notifikasinya fitur-fitur lain, lu lihat sendiri deh Jangan lupa buat lu yang mau belanja di Shopee lagi ada Youtube Shopping Big Focer up 2 sampai 1 juta Dan di tengah 4 sampai 10 Juli Tinggal lu klik ayam barangnya yang nampil di kanan bawah atau kiri atas ya Lagi ga jelas sistem Youtube yang maneng bener Tapi tetap ya, mantap abis diskone Shopee Kenteng Focernya"
75,"Lo semua yang gap take plus pake laptop windows Hati-hati, gua asli tau Hati-hati dijebel laptop lo Di video gua yang kemarin yang bisa langsung tarik folder bugai dari laptop yang ada password Langsung ke SSD Lo kalo baca-baca komen ya Ngeri boss, ngeri Semua cara yang lebih efisien Plus lebih cepet dari cara gua buat jebel laptop Di tulis semua di komen Ada yang bilang pake CMD, Ubuntu, Linux, DLC boot, high-end boot Yang artinya apa? Begitu banyak orang yang bisa kuras isi laptop windows lo semakin lu awam dan gap take Pasti di abisin laptop lo itu Dan gua baru selalu ada panpesan ya Banyak video-video bugai orang ini Hada di internet Gua sendiri pake cara windows tugo Karena apa? Karena cara ini paling dekat bisa lu akses Pas lu udah belajar inul windows lu sendiri Settingannya ada di refuse juga Tinggal lu pilih aja windows tugo Terakhir lu pilih windows apa yang lu mau install Tipenya yang mana? Home Pro atau yang lainnya? Sesimple itu langsung lu colok aja laptop temen lu yang awam dan gap take itu Lu senjata aja dan ternyata dia Kali-kali ada sit fraysnya bitcoin, bici atasnya Lu kuras da bitcoin Coba tau orangnya sego-block gitu Cara nangkalnya sebenarnya sederhana biose dikasih password Plus bit lockernya aktifin di drive nya Masalah buat orang awam Optaknya udah penuh sama ketakutan Yang ada password biose lupa mampus laptop lu Kedua bit locker ini ga ada di windows home Jadi good luck buat lu yang pake windows home doang Dan kagak ngerti ini Teman-teman juga ada cobain Install frays windows pro di laptop dan update windowsnya mentok Bit locker, ga jalan, otomatis Kesimpulannya apa dari semua ini? Kalo lu cewek cakup, gap take, awam, dan pakenya laptop windows Ketiknya juga 11 hari Otak lu juga tau nya cuma word, excel, email Plus di kelas satu titpat kerja lu ada cowok-cowok yang suka liatin lu Dan liatin laptop lu Jangan sekali-kali tinggalin laptop windows lu Sendirian Dan kalo lu cowoknya yang mau bobo laptop cewek yang gua sebut tadi Salahan gua selalu pake SSD kayak ada atas gini Bodinya kecil, speednya kencang Lu bisa sedot data sampe 500GB Lu bisa puas-puasin sedot data cewek lu incer Comments aja sedot, gua kirimin link belinya Inget top up game? Inget di Dedy Top Up"
76,"Bang saran laptop huradom buat saluran? Hmm, gua bakal bingung ya arah pertanyaan ini kemana? Lu harus sadar, kenik matan main game competitive yang lawan orang itu adalah bantai orang lain itu! Kalau lu pakai laptop paling murah yang ujungnya cuma bisa main favoritan 60 fps di layar kecil, butek dan panel TN yang lemot, lu baru ngintip dipojokan aja Pak, kacau lo! Apalagi siangnya udah bom market 24-bit, full HD, IPS 180, cuma 990.000 FPS yang lu dapet cuma 60 fps itu, cuma seperti 3 dari monitor segment paling rendah sekarang! Apa, kening matanya main valoran kalau lu dibantai terus? Mainnya di ranked bronze pula, itu mah bukan main game bro, itu mau ngurusk mental lu sendiri! Saran gua buat lu yang mau gelut di competitive game, putusin dulu lu mau main di level berapa hertz? Cari dulu monitornya 180, 240, 300, 360, 500 atau 548 baru lu cari PC sama laptopnya. Game competitive itu cari setinggi-tingginya speknya buat bantai orang lain! Bukan mainan, cari-cari bajet dan paling murah! Salah lama, TNT! Dan lu bisa top up game kesukaan lu di GTD Top-Up!"
77,"Aku kasih tau ya, pastiin kalo kamu mau beli monitor USB-C Jangan sampe USB-Cnya yang disunat-sunat itu Tar power USB-Cnya kecil banget, cuma 7W lah Atau USB-C yang ga bisa buat display lah Suka aneh-aneh, deberin monitor Suka banget sunat-sunat fitur USB-C Padahal USB-C punya fitur yang asik banget Bisa alirin display audio, data, plus gecas juga Lihat nih, monitor terbaru aku Pada aku colokin Legend Go, gabarnya langsung nyalah Aku colok apa-apa ke monitornya Monitornya langsung konekin yang aku colok Langsung ke Legend Go-nya via USB-C Dan monitornya langsung gecas Legend Go-nya Ga abis-abis deh power Legend Go-nya Karena power USB-Cnya udah 65W Makanya pastiin kamu bener-bener cek monitor USB-C yang kamu mau beli BTW, aku colok-cok ga sama monitornya Aku temukan kamu di bawah"
78,"Bang, kenapa ya TV TETAL gue pas main PC? Nggak kayak ngeblur gitu. Bikin TV yang kelas sakit mata. Padahal ketingannya udah gue gantikan game. Tempat-tah aja ngeblur. Hmm, TV pada dasarnya tuh diciptain buat nonton. Jadi semakin lura TV-nya, brand tentu punya tendensi buang fitur-fitur buat gaming. Dan ada 2 hal yang paling penting buat gaming. Yang pertama itu input lag. Seberapa lama TV atau monitor yang ngerispon input yang lu kasih ke TV-nya? Dalam hal main game ya, kayak pencetan gamepad atau mouse click. Dan yang kedua itu soal respond time. Seberapa cepet panelnya bisa berubah dari warna A ke B. Semakin lambat panelnya ini berubah, semakin blur lah gambar yang dihasilin. Dan bisa juga nyesain sisa bayangan dari benda yang bergerak. Udah panelnya lambat, plus ada bayangan di belakang objeknya. Dabel combo itu, bikin lu gak bisa liat benda yang bergerak itu. Apalagi yang lu tanya ini, game bola. Pas umpan jauh bola bergerak yang cepet itu bakalan blur para. Udah dari gamepad lu di respons sama TV-nya delay. Gambarnya juga ngeblur, itu yang bikin pala lu pu yang plus mengatak lu sakit. Ya kalau lu memfokus buat gaming dan emang kompetitif banget, jangan cuma beli TV-TV bajet. Belilah TV yang pakai panel OLED yang udah pasti gambarnya gak ada blur-blur bayangan sisa di belakang objeknya. Sementara yang gua tau terbaik ya udah jelas LG yang bikin panel dan TV-nya sendiri di OLED. LG 4.2 Sifertraher promo-promo tuh ya dari 15 juta bisa diskon ke 11 juta. Dan ya kalau lu mau hemat, jangan main di TV bajet. Susah lah hasilnya. Belilah monitor dengan hertz yang udah pada tinggi-tinggi tuh. Skyward contohnya 2x, 180Hz cuma 2.3 juta. Dan lu bisa top up game kesukaan lu di GTD Top Up."
79,"Switch 2, kasih lu lah ya, R1800P, upgrade dari Switch 1 yang R720P. Di sini lah muncul penyakit kalau lu main game Switch 1 di Switch 2. R720P ke R1080P itu tidak integer scaling. Dia nggak perfect scalingnya, R720P harusnya scaling R1440P, R1080P harusnya ke 4K. Ya sekali 2K gitu. Pantesan aja, gua main Pokemon game Switch 1 di Switch 2. Pusat, butuh anak! Ujungnya lu masih rogo kocek lu lebih dalam lagi, bocorin luit lu buat upgrade game ya, atau beli game khusus Switch 2. Biar game nya itu native R1800P. Untungnya ada beli-beli kaget gua, beli-beli mampus harga Switch 2. Bisa dihargai MSRP harga launching global. Cuma R7.2 juta. Mampus lu yang FOMO 2 bulan lalu kemarin beli di awal R10-12 juta. Udah R5 juta ente. Thank you buat blibli. Pasti lu beli elektronik di blibli. Lagi ada promo anniversary ke 14.4.000.000 di seklas atas bawah lu. Diskonten sampai 1.4 juta, pasti ori kalau nggak ori akan diinvestigasi khusus. Jaminan yang tepat waktu, kalau nggak 100% ongkir di retur. Ada fitur retur, alasan apapun. Selama barang yang lu balikin, tidak bermasalah. No bla bla bla, dibli-beli. Dan dibli-beli juga ada gratis 12 bulan pertama, perlindungan lengkap termasuk jatoh. Barang yang pasti ori, plus tambahan asuransi setelah garansi di barang. Ini yang dibutuhin banget sama market kayak Indonesia. Mampus, mampus harga R7.2 juta. Mampus itu, trender-trender, toko hijau, ren, ditebas semuanya harganya."
80,"Bang, apa ya? Gue udah beli monitor 180Hz Set-nya di Windows juga udah 180Hz Tapi kenapa pas gue main game, gak bisa ya? 180Hz sih? Nah, ini contoh orang bingung Monitor itu pada dasarnya cuma terima apa yang PC atau laptop lu kasih Kalau PC atau laptop lu kentang main ini, gue cuma 30 fps Mau lu beli monitor 540Hz juga ya, lu tetep rasain 30 fps juga Agak tertinget sih, manisnya Buat lu bisa rasain, nikmati monitor 180Hz yang lu beli itu Pastiin PC atau laptop lu itu sanggup bisa post 180 fps ke atas Ya paling enak kalau lu bisa stabil di atas search monitor yang misalnya dalam hal ini 200 fps stabil, baru lah monitor yang lu beli itu kagak mau bazir Dan lu bisa top up game kesukaan lu di GTD Top Up"
81,"Ya ampun liat deh kokoh dan gaming banget kan bodinya Ini Skyward H27G 10U monitor gaming 27 inch 4K 160Hz Termura di pasaran Indonesia saat ini 4K di 27 inch bener-bener bikin gambar dan tekstnya jadi tejem banget loh Cocok buat kamu yang suka gaming atau ngetik-netik atau koding Tapi pertanyaannya, PC kamu kuat? Gapush 4K di 960Hz Alopisi kamu yang kentang nanti malah diang-ngangis Skyward udah kasih garansi yang amazing Garansi 3 tahun full mencover semuanya berikut panelnya Bahkan kalau monitornya pas kamu terima ada dot 1 aja Kamu bisa langsung claim garansi Terlalu keren banget Duh monitornya berat banget yang katnya Kamu yang mau bantuin komen di bawah ya?"
82,"Siapa disini yang udah nungguin iPhone 16 tapi malah bikin pusing? Kadang gak, rilis-rilis di Indonesia. Dah lama ditungguin kok masih gak jelas ya jualan kapan? Heran gue. Jujur, iPhone kadang bikin kita gergetan ya. Udah tau pengguna iPhone di Indonesia bahan-nyak. Tapi kok jualan anjir dibikin ribet ya. Kayak nyari alasan buat gak jualan. Padahal yang udah siap tuh beli banyak banget. Makan pake pinjol, udah padahal ngantri gitu. Ngomong soal pinjol, lucu sih ini ya. Android handphone ya, aplikasinya ada pinjol gitu. Cuma ihronisnya, yang bikin iPhone malah bikinnya pake pinjolnya. iPhone anjir gak sih, kasih aplikasi pinjol. Tapi bukan itu yang mau gue bahas. Nih, gue udah lama pengen share aksesoris keren buat iPhone yang bisa bikin lu lebih produktif. Terutama buat kalian yang suka bikin konten. Gue sendiri pake iPhone 15 Pro 128GB. Dan kadang memori nya cepat penuh. Kan bete ya? Nah, solusinya simple deh. Gue tinggal ganti SD card, gak ribet, gak mahal dan langsung bisa lanjut konten. Gue juga ada rekam video semua langsung kesimpan otomatis. Backup dan editing jadi gampang banget. Tampak perlu diberibet pake adrop lagi. Gue bisa tambahin micro-nziffer juga. Wah, langsung berasa kayak konten creator Pro yang siap cari cuan. Lebih praktis juga deh, padahal pake SSD external yang kalo rusak, repot, kalo SD card, ganti baru aja gampang dan lebih murah. Makanya sekarang gue mau spil aksesoris brand lokal baru, yang namanya Snapsys Reload. Ini aksesoris konten creator yang udah ready banget ya. Cocok buat kalian yang gak pengen beli iPhone Soresia GD, karena bisa ganti-ganti SD card nih. Tampang lebih pro, nempel pake MacSafe, udah siap buat diajak konten. Plus nyambut iPhone 16 yang gak jelas kapan resmi diindo, Snapsys lagi ada promo gokilnya. Lu pake promo code gue aja pas cekot biar harganya makin murah. Kalo ada mau tanya-tanya silahkan, dinggal komen di bawah aja. Gue udah pake siapa tau bisa bantu kalian juga nih."
